Date,Open,High,Low,Close,Adj Close,Volume
2010-07-08,15660.000000,15680.000000,15400.000000,15500.000000,12119.289063,14752850
2010-07-09,15580.000000,15920.000000,15460.000000,15920.000000,12447.684570,18605950
2010-07-12,15980.000000,16040.000000,15840.000000,16040.000000,12541.508789,12597450
2010-07-13,15960.000000,16160.000000,15880.000000,15920.000000,12447.684570,15339650
2010-07-14,16260.000000,16560.000000,16260.000000,16480.000000,12885.541992,33184600
2010-07-15,16500.000000,16500.000000,16360.000000,16400.000000,12822.988281,16063950
2010-07-16,16320.000000,16400.000000,16040.000000,16040.000000,12541.508789,16933400
2010-07-19,15720.000000,15980.000000,15720.000000,15900.000000,12432.046875,14586800
2010-07-20,15900.000000,16040.000000,15720.000000,15960.000000,12478.958008,11578400
2010-07-21,16340.000000,16360.000000,16120.000000,16340.000000,12776.075195,16558800
2010-07-22,16240.000000,16340.000000,16020.000000,16160.000000,12635.337891,15439550
2010-07-23,16300.000000,16340.000000,16140.000000,16220.000000,12682.252930,14112800
2010-07-26,16260.000000,16400.000000,16180.000000,16360.000000,12791.718750,10617450
2010-07-27,16480.000000,16600.000000,16420.000000,16580.000000,12963.732422,19088350
2010-07-28,16640.000000,16800.000000,16620.000000,16740.000000,13088.834961,23248200
2010-07-29,16780.000000,16800.000000,16480.000000,16540.000000,12932.455078,14865300
2010-07-30,16440.000000,16540.000000,16200.000000,16200.000000,12666.613281,16399000
2010-08-02,16340.000000,16360.000000,16200.000000,16200.000000,12666.613281,12455050
2010-08-03,16400.000000,16440.000000,16300.000000,16300.000000,12744.801758,13105950
2010-08-04,16340.000000,16360.000000,16120.000000,16120.000000,12604.060547,10616650
2010-08-05,16220.000000,16360.000000,16060.000000,16080.000000,12572.787109,14028550
2010-08-06,16200.000000,16200.000000,15980.000000,16020.000000,12525.873047,12296750
2010-08-09,15980.000000,16040.000000,15960.000000,16040.000000,12541.508789,9138150
2010-08-10,16000.000000,16080.000000,15820.000000,15860.000000,12400.770508,14060850
2010-08-11,15680.000000,15780.000000,15540.000000,15580.000000,12181.841797,17957900
2010-08-12,15360.000000,15540.000000,15300.000000,15320.000000,11978.545898,21360650
2010-08-13,15400.000000,15640.000000,15340.000000,15620.000000,12213.119141,14274900
2010-08-16,15460.000000,15660.000000,15340.000000,15640.000000,12228.751953,10280000
2010-08-17,15540.000000,15660.000000,15420.000000,15640.000000,12228.751953,14476450
2010-08-18,15680.000000,15700.000000,15480.000000,15560.000000,12166.204102,11715900
2010-08-19,15580.000000,15780.000000,15540.000000,15780.000000,12338.219727,12179900
2010-08-20,15600.000000,15720.000000,15540.000000,15680.000000,12260.032227,12330600
2010-08-23,15720.000000,15820.000000,15640.000000,15800.000000,12353.858398,9081550
2010-08-24,15700.000000,15720.000000,15500.000000,15660.000000,12244.391602,11365400
2010-08-25,15520.000000,15560.000000,15440.000000,15440.000000,12072.375000,9263250
2010-08-26,15440.000000,15660.000000,15400.000000,15460.000000,12088.014648,10440100
2010-08-27,15300.000000,15440.000000,15300.000000,15320.000000,11978.545898,12748200
2010-08-30,15500.000000,15560.000000,15440.000000,15520.000000,12134.930664,6984450
2010-08-31,15320.000000,15440.000000,15120.000000,15120.000000,11822.170898,22051950
2010-09-01,15240.000000,15260.000000,15000.000000,15040.000000,11759.619141,19451700
2010-09-02,15200.000000,15240.000000,14980.000000,15180.000000,11869.085938,18271500
2010-09-03,15220.000000,15280.000000,15120.000000,15220.000000,11900.358398,22082500
2010-09-06,15440.000000,15600.000000,15360.000000,15600.000000,12197.478516,19708650
2010-09-07,15660.000000,15800.000000,15500.000000,15760.000000,12322.579102,16036000
2010-09-08,15520.000000,15620.000000,15420.000000,15420.000000,12056.739258,10954600
2010-09-09,15340.000000,15480.000000,15120.000000,15120.000000,11822.170898,30825400
2010-09-10,15200.000000,15440.000000,15140.000000,15320.000000,11978.545898,13989000
2010-09-13,15400.000000,15520.000000,15320.000000,15400.000000,12041.100586,11741050
2010-09-14,15500.000000,15620.000000,15200.000000,15200.000000,11884.720703,18559950
2010-09-15,15260.000000,15340.000000,15020.000000,15140.000000,11837.809570,19441850
2010-09-16,15080.000000,15260.000000,15080.000000,15140.000000,11837.809570,11734100
2010-09-17,15240.000000,15560.000000,15160.000000,15460.000000,12088.014648,22369300
2010-09-20,15480.000000,15600.000000,15400.000000,15600.000000,12197.478516,14807550
2010-09-24,15580.000000,15600.000000,15160.000000,15240.000000,11915.998047,32766800
2010-09-27,15300.000000,15360.000000,15040.000000,15100.000000,11806.537109,25107150
2010-09-28,15100.000000,15120.000000,14900.000000,14900.000000,11650.156250,23315700
2010-09-29,15060.000000,15500.000000,15000.000000,15440.000000,12072.375000,35348050
2010-09-30,15440.000000,15580.000000,15340.000000,15540.000000,12150.562500,16855500
2010-10-01,15440.000000,15560.000000,15380.000000,15540.000000,12150.562500,14805750
2010-10-04,15600.000000,15620.000000,15480.000000,15600.000000,12197.478516,12835350
2010-10-05,15440.000000,15580.000000,15420.000000,15460.000000,12088.014648,14300150
2010-10-06,15560.000000,15880.000000,15520.000000,15860.000000,12400.770508,23555150
2010-10-07,15580.000000,15660.000000,15380.000000,15400.000000,12041.100586,25542150
2010-10-08,15260.000000,15320.000000,15060.000000,15160.000000,11853.446289,27125750
2010-10-11,15240.000000,15260.000000,15060.000000,15060.000000,11775.259766,18784450
2010-10-12,15040.000000,15120.000000,14920.000000,14920.000000,11665.794922,18391350
2010-10-13,15040.000000,15040.000000,14860.000000,14880.000000,11634.518555,20414700
2010-10-14,15060.000000,15060.000000,14840.000000,15000.000000,11728.344727,26710000
2010-10-15,15000.000000,15120.000000,14900.000000,15080.000000,11790.897461,24686150
2010-10-18,15140.000000,15240.000000,14960.000000,15020.000000,11743.982422,13804400
2010-10-19,15000.000000,15020.000000,14820.000000,14820.000000,11587.606445,19450000
2010-10-20,14800.000000,14980.000000,14700.000000,14900.000000,11650.156250,18474100
2010-10-21,14900.000000,15300.000000,14820.000000,15300.000000,11962.911133,28370400
2010-10-22,15460.000000,15540.000000,15340.000000,15540.000000,12150.562500,20425550
2010-10-25,15460.000000,15580.000000,15340.000000,15420.000000,12056.739258,12353450
2010-10-26,15360.000000,15420.000000,15160.000000,15260.000000,11931.638672,15629050
2010-10-27,15160.000000,15300.000000,15020.000000,15060.000000,11775.259766,16732750
2010-10-28,15200.000000,15300.000000,15060.000000,15280.000000,11947.272461,14631600
2010-10-29,15280.000000,15300.000000,14900.000000,14900.000000,11650.156250,23060950
2010-11-01,15060.000000,15060.000000,14860.000000,14940.000000,11681.431641,14837800
2010-11-02,14940.000000,14960.000000,14740.000000,14800.000000,11571.964844,16536700
2010-11-03,14800.000000,14980.000000,14780.000000,14800.000000,11571.964844,17874950
2010-11-04,14940.000000,15280.000000,14900.000000,15260.000000,11931.638672,27312500
2010-11-05,15600.000000,15800.000000,15500.000000,15520.000000,12134.930664,35165050
2010-11-08,15700.000000,15760.000000,15520.000000,15560.000000,12166.204102,13961400
2010-11-09,15680.000000,15680.000000,15340.000000,15480.000000,12103.650391,12801650
2010-11-10,15600.000000,15800.000000,15500.000000,15800.000000,12353.858398,21088000
2010-11-11,15860.000000,15980.000000,15340.000000,15340.000000,11994.185547,44525300
2010-11-12,15680.000000,15800.000000,15460.000000,15560.000000,12166.204102,28325650
2010-11-15,15720.000000,16300.000000,15700.000000,16160.000000,12635.337891,35892450
2010-11-16,16280.000000,16400.000000,16000.000000,16220.000000,12682.252930,29475050
2010-11-17,16020.000000,16080.000000,15900.000000,15900.000000,12432.046875,17123100
2010-11-18,15940.000000,16100.000000,15860.000000,15980.000000,12494.594727,13296000
2010-11-19,16160.000000,16380.000000,16000.000000,16360.000000,12791.718750,19355150
2010-11-22,16400.000000,16960.000000,16360.000000,16960.000000,13260.848633,36057400
2010-11-23,17000.000000,17020.000000,16680.000000,16800.000000,13135.745117,18280200
2010-11-24,16520.000000,17040.000000,16500.000000,17020.000000,13307.760742,31792000
2010-11-25,17060.000000,17060.000000,16760.000000,16900.000000,13213.933594,18359500
2010-11-26,16960.000000,16980.000000,16640.000000,16740.000000,13088.834961,15679300
2010-11-29,16700.000000,16920.000000,16620.000000,16720.000000,13073.194336,15401050
2010-11-30,16640.000000,16920.000000,16520.000000,16520.000000,12916.819336,21205500
2010-12-01,16480.000000,16560.000000,16280.000000,16400.000000,12822.988281,18777150
2010-12-02,16560.000000,17180.000000,16500.000000,17180.000000,13432.863281,30608400
2010-12-03,17400.000000,17940.000000,17340.000000,17880.000000,13980.182617,39373850
2010-12-06,17800.000000,17980.000000,17700.000000,17800.000000,13917.637695,16837550
2010-12-07,17740.000000,18420.000000,17700.000000,18020.000000,14089.654297,24906050
2010-12-08,18060.000000,18200.000000,17740.000000,17760.000000,13886.360352,16803250
2010-12-09,17700.000000,18360.000000,17680.000000,18340.000000,14339.858398,29422050
2010-12-10,18300.000000,18380.000000,18140.000000,18380.000000,14371.129883,12757050
2010-12-13,18380.000000,18640.000000,18320.000000,18600.000000,14543.146484,15359300
2010-12-14,18740.000000,18740.000000,18420.000000,18580.000000,14527.512695,22126100
2010-12-15,18500.000000,18500.000000,18200.000000,18320.000000,14324.219727,16449400
2010-12-16,18160.000000,18380.000000,18160.000000,18220.000000,14246.032227,11684200
2010-12-17,18280.000000,18580.000000,18240.000000,18520.000000,14480.597656,17297200
2010-12-20,18340.000000,18640.000000,18280.000000,18640.000000,14574.423828,16911750
2010-12-21,18620.000000,18800.000000,18500.000000,18720.000000,14636.973633,12599300
2010-12-22,18780.000000,19060.000000,18720.000000,18780.000000,14683.891602,16626800
2010-12-23,18720.000000,18760.000000,18500.000000,18720.000000,14636.973633,10985500
2010-12-24,18780.000000,18780.000000,18500.000000,18500.000000,14464.956055,8471650
2010-12-27,18500.000000,18600.000000,18300.000000,18440.000000,14418.041992,10524200
2010-12-28,18560.000000,19000.000000,18520.000000,18760.000000,14668.250977,15650700
2010-12-29,18700.000000,19020.000000,18640.000000,18900.000000,14856.913086,11918900
2010-12-30,18840.000000,19040.000000,18840.000000,18980.000000,14919.798828,9181500
2011-01-03,19100.000000,19320.000000,19000.000000,19160.000000,15061.291016,13241050
2011-01-04,19120.000000,19220.000000,18980.000000,19160.000000,15061.291016,13713100
2011-01-05,19100.000000,19100.000000,18840.000000,18840.000000,14809.746094,16787500
2011-01-06,18840.000000,18980.000000,18460.000000,18600.000000,14621.087891,19360400
2011-01-07,18300.000000,18580.000000,18280.000000,18420.000000,14479.591797,23139800
2011-01-10,18360.000000,18560.000000,18180.000000,18340.000000,14416.705078,18326750
2011-01-11,18340.000000,18440.000000,18160.000000,18260.000000,14353.820313,19550800
2011-01-12,18280.000000,18660.000000,18280.000000,18600.000000,14621.087891,20555800
2011-01-13,18980.000000,18980.000000,18340.000000,18440.000000,14495.313477,28239850
2011-01-14,18560.000000,18680.000000,18300.000000,18660.000000,14668.252930,15382350
2011-01-17,18900.000000,19020.000000,18800.000000,18980.000000,14919.798828,20582100
2011-01-18,19000.000000,19620.000000,18980.000000,19380.000000,15234.230469,29631350
2011-01-19,19580.000000,20000.000000,19320.000000,19940.000000,15674.428711,33343200
2011-01-20,19740.000000,19800.000000,19580.000000,19640.000000,15438.606445,15244400
2011-01-21,19520.000000,19680.000000,19400.000000,19420.000000,15265.673828,16666400
2011-01-24,19360.000000,19660.000000,19320.000000,19420.000000,15265.673828,13609350
2011-01-25,19440.000000,19800.000000,19420.000000,19500.000000,15328.557617,13970550
2011-01-26,19700.000000,19980.000000,19600.000000,19960.000000,15690.152344,13352500
2011-01-27,19900.000000,20040.000000,19820.000000,19880.000000,15627.265625,15367000
2011-01-28,19960.000000,20280.000000,19800.000000,20200.000000,15878.816406,19118950
2011-01-31,20180.000000,20200.000000,19620.000000,19620.000000,15422.890625,21411900
2011-02-01,19640.000000,19900.000000,19580.000000,19660.000000,15454.330078,13468450
2011-02-07,20040.000000,20080.000000,19440.000000,19440.000000,15281.394531,24252200
2011-02-08,19400.000000,19480.000000,19180.000000,19220.000000,15108.452148,30483500
2011-02-09,19460.000000,19460.000000,19020.000000,19200.000000,15092.732422,20984650
2011-02-10,19200.000000,19300.000000,18700.000000,18720.000000,14715.415039,30669300
2011-02-11,18700.000000,18860.000000,18260.000000,18300.000000,14385.259766,26489900
2011-02-14,18560.000000,19100.000000,18500.000000,19060.000000,14982.680664,19565800
2011-02-15,19260.000000,19400.000000,18940.000000,19160.000000,15061.291016,18105800
2011-02-16,19040.000000,19400.000000,18900.000000,18900.000000,14856.913086,15182650
2011-02-17,19060.000000,19260.000000,18860.000000,19080.000000,14998.402344,14348550
2011-02-18,19300.000000,19320.000000,19140.000000,19200.000000,15092.732422,10253850
2011-02-21,19280.000000,19300.000000,18840.000000,18960.000000,14904.072266,13750850
2011-02-22,18780.000000,18960.000000,18680.000000,18760.000000,14746.860352,12181550
2011-02-23,18500.000000,18820.000000,18500.000000,18600.000000,14621.087891,17193000
2011-02-24,18520.000000,18680.000000,18400.000000,18580.000000,14605.363281,18110900
2011-02-25,18560.000000,18660.000000,18460.000000,18520.000000,14558.197266,15181200
2011-02-28,18400.000000,18680.000000,18400.000000,18460.000000,14511.039063,16274800
2011-03-02,18280.000000,18460.000000,18240.000000,18360.000000,14432.428711,16134300
2011-03-03,18380.000000,18540.000000,18320.000000,18460.000000,14511.039063,18074200
2011-03-04,18680.000000,18900.000000,18540.000000,18900.000000,14856.913086,18569150
2011-03-07,18860.000000,18860.000000,18120.000000,18120.000000,14243.770508,31883600
2011-03-08,18220.000000,18240.000000,17880.000000,17980.000000,14133.715820,24905400
2011-03-09,18120.000000,18160.000000,17640.000000,17800.000000,13992.220703,26296300
2011-03-10,17580.000000,17680.000000,17320.000000,17320.000000,13614.903320,41630200
2011-03-11,17220.000000,17520.000000,17200.000000,17240.000000,13552.016602,26884000
2011-03-14,17600.000000,18020.000000,17060.000000,18000.000000,14149.433594,33325000
2011-03-15,18020.000000,18040.000000,17120.000000,17200.000000,13520.576172,36313200
2011-03-16,17700.000000,17900.000000,17440.000000,17720.000000,13929.333008,39939050
2011-03-17,17560.000000,17800.000000,17360.000000,17800.000000,13992.220703,22505200
2011-03-18,17840.000000,17900.000000,17660.000000,17820.000000,14007.940430,19166050
2011-03-21,17820.000000,17980.000000,17680.000000,17800.000000,13992.220703,14473500
2011-03-22,17840.000000,17940.000000,17400.000000,17500.000000,13756.395508,21810300
2011-03-23,17600.000000,17600.000000,17180.000000,17460.000000,13724.951172,25229000
2011-03-24,17600.000000,17760.000000,17480.000000,17600.000000,13835.004883,15392550
2011-03-25,17840.000000,18200.000000,17800.000000,18200.000000,14306.655273,31078100
2011-03-28,18300.000000,18440.000000,18180.000000,18320.000000,14400.985352,15890200
2011-03-29,18140.000000,18320.000000,18000.000000,18320.000000,14400.985352,17204100
2011-03-30,18320.000000,18580.000000,18320.000000,18520.000000,14558.197266,20685150
2011-03-31,18720.000000,18720.000000,18420.000000,18640.000000,14652.528320,26376550
2011-04-01,18720.000000,18800.000000,18540.000000,18800.000000,14778.301758,22471700
2011-04-04,18800.000000,18900.000000,18780.000000,18900.000000,14856.913086,16716750
2011-04-05,18960.000000,18960.000000,18700.000000,18900.000000,14856.913086,11922000
2011-04-06,18800.000000,18840.000000,18300.000000,18460.000000,14511.039063,27471850
2011-04-07,18500.000000,18700.000000,18100.000000,18180.000000,14290.930664,21781250
2011-04-08,18220.000000,18280.000000,17900.000000,17960.000000,14117.995117,25983450
2011-04-11,17960.000000,18140.000000,17760.000000,17880.000000,14055.105469,20582800
2011-04-12,17720.000000,17800.000000,17640.000000,17640.000000,13866.449219,15766950
2011-04-13,17740.000000,18020.000000,17600.000000,18020.000000,14165.158203,16627750
2011-04-14,18000.000000,18000.000000,17680.000000,18000.000000,14149.433594,25265700
2011-04-15,17960.000000,17980.000000,17640.000000,17760.000000,13960.781250,22274750
2011-04-18,17820.000000,17840.000000,17320.000000,17340.000000,13630.622070,27418700
2011-04-19,17060.000000,17500.000000,17060.000000,17500.000000,13756.395508,23078650
2011-04-20,17780.000000,18320.000000,17720.000000,18320.000000,14400.985352,32044250
2011-04-21,18600.000000,18740.000000,18360.000000,18560.000000,14589.643555,27071850
2011-04-22,18480.000000,18540.000000,18040.000000,18080.000000,14212.323242,18825450
2011-04-25,18020.000000,18220.000000,17780.000000,17780.000000,13976.499023,14338950
2011-04-26,17980.000000,17980.000000,17600.000000,17940.000000,14102.274414,19174650
2011-04-27,18340.000000,18540.000000,18220.000000,18480.000000,14526.757813,26379400
2011-04-28,18480.000000,18540.000000,17980.000000,18000.000000,14149.433594,20803400
2011-04-29,18020.000000,18160.000000,17600.000000,17860.000000,14039.388672,21415000
2011-05-02,18200.000000,18740.000000,18080.000000,18640.000000,14652.528320,32544850
2011-05-03,18720.000000,18800.000000,18440.000000,18760.000000,14746.860352,25366500
2011-05-04,18600.000000,18680.000000,18000.000000,18300.000000,14385.259766,25769850
2011-05-06,17980.000000,18280.000000,17900.000000,17980.000000,14133.715820,23637450
2011-05-09,18160.000000,18220.000000,17820.000000,17820.000000,14007.940430,13543350
2011-05-11,17780.000000,17900.000000,17640.000000,17840.000000,14023.659180,22363750
2011-05-12,17720.000000,18020.000000,17660.000000,17700.000000,13913.613281,27616100
2011-05-13,17920.000000,18480.000000,17800.000000,18320.000000,14400.985352,33438000
